id_interacao,data_inicio,categoria,status_final,prioridade,canal,tempo_primeira_resposta,data_fim,tempo_total,origem,qtd_transferencias,FCR,NPS,id_atendente,turno,volume_dia
2209,2020-06-15,Cancellation request,Pending Customer Response,Low,Phone,1557959.6666666667,2020-06-21 05:00:00,8940.0,Phone,0,1,5,AT004,Tarde (14-22h),1444
2210,2020-08-22,Refund request,Pending Customer Response,Medium,Email,1458977.6833333333,2020-08-25 20:00:00,5520.0,Email,0,1,9,AT024,Manhã (06-14h),1018
2211,2021-10-25,Product inquiry,Pending Customer Response,Medium,Social media,841590.7166666667,2021-10-26 05:00:00,1740.0,Social media,0,1,7,AT011,Manhã (06-14h),1086
2212,2021-09-21,Refund request,Closed,High,Chat,890609.7333333333,2021-09-21 00:00:00,0.0,Chat,0,1,5,AT015,Manhã (06-14h),1796
2213,2021-12-26,Technical issue,Open,High,Social media,0.0,2021-12-28 07:00:00,3300.0,Social media,0,1,8,AT005,Noite (22-06h),1996
2214,2020-11-07,Refund request,Open,Medium,Phone,0.0,2020-11-12 10:00:00,7800.0,Phone,0,1,6,AT017,Tarde (14-22h),2096
2215,2020-10-17,Refund request,Open,Critical,Chat,0.0,2020-10-20 18:00:00,5400.0,Chat,2,0,9,AT011,Tarde (14-22h),2351
2216,2020-12-28,Technical issue,Closed,High,Chat,1275242.8166666667,2020-12-28 00:00:00,0.0,Chat,1,0,5,AT011,Manhã (06-14h),1327
2217,2020-02-05,Billing inquiry,Closed,Critical,Social media,1745828.85,2020-02-05 00:00:00,0.0,Social media,0,1,5,AT002,Tarde (14-22h),2226
2218,2020-01-08,Technical issue,Open,Critical,Phone,0.0,2020-01-11 08:00:00,4800.0,Phone,1,0,3,AT017,Noite (22-06h),989
2219,2021-02-03,Technical issue,Open,High,Phone,0.0,2021-02-07 22:00:00,7080.0,Phone,1,0,8,AT023,Noite (22-06h),2290
2220,2021-07-10,Cancellation request,Pending Customer Response,Medium,Chat,995714.9,2021-07-13 01:00:00,4380.0,Chat,0,1,9,AT024,Manhã (06-14h),892
2221,2020-01-19,Cancellation request,Open,Low,Email,0.0,2020-01-25 16:00:00,9600.0,Email,0,1,5,AT019,Noite (22-06h),1812
2222,2020-05-26,Refund request,Closed,High,Chat,1585473.95,2020-05-26 00:00:00,0.0,Chat,0,1,5,AT017,Tarde (14-22h),1653
2223,2020-04-14,Billing inquiry,Closed,High,Email,1646885.9666666666,2020-04-14 00:00:00,0.0,Email,1,0,5,AT001,Tarde (14-22h),1230
2224,2021-01-27,Refund request,Pending Customer Response,Critical,Phone,1232267.9833333334,2021-01-28 22:00:00,2760.0,Phone,0,1,7,AT014,Tarde (14-22h),2299
2225,2021-02-07,Technical issue,Pending Customer Response,Critical,Email,1215895.0166666666,2021-02-08 20:00:00,2640.0,Email,0,1,10,AT021,Tarde (14-22h),1489
2226,2021-01-12,Cancellation request,Closed,Critical,Phone,1253250.05,2021-01-12 00:00:00,0.0,Phone,3,0,5,AT020,Noite (22-06h),1610
2227,2020-09-23,Product inquiry,Closed,Low,Social media,1413773.0666666667,2020-09-23 00:00:00,0.0,Social media,1,0,5,AT003,Noite (22-06h),2027
2228,2020-12-21,Technical issue,Pending Customer Response,Critical,Social media,1285609.0833333333,2020-12-25 17:00:00,6780.0,Social media,0,1,5,AT021,Manhã (06-14h),1990
2229,2020-10-03,Technical issue,Closed,High,Phone,1398566.1166666667,2020-10-03 00:00:00,0.0,Phone,1,0,5,AT015,Tarde (14-22h),800
2230,2020-04-21,Refund request,Closed,Medium,Email,1637109.15,2020-04-21 00:00:00,0.0,Email,0,1,5,AT024,Manhã (06-14h),2323
2231,2020-08-20,Product inquiry,Open,High,Social media,0.0,2020-08-21 14:00:00,2280.0,Social media,2,0,4,AT021,Noite (22-06h),1850
2232,2021-08-28,Technical issue,Closed,Medium,Email,925606.1833333333,2021-08-28 00:00:00,0.0,Email,1,0,5,AT009,Noite (22-06h),2108
2233,2020-01-10,Product inquiry,Open,Medium,Email,0.0,2020-01-14 07:00:00,6180.0,Email,0,1,10,AT023,Tarde (14-22h),1115
2234,2020-03-12,Refund request,Open,Low,Chat,0.0,2020-03-16 13:00:00,6540.0,Chat,1,0,6,AT004,Manhã (06-14h),1464
2235,2020-11-04,Product inquiry,Open,Critical,Phone,0.0,2020-11-06 06:00:00,3240.0,Phone,1,0,8,AT005,Tarde (14-22h),1619
2236,2021-07-16,Technical issue,Open,Critical,Phone,0.0,2021-07-19 06:00:00,4680.0,Phone,1,0,10,AT013,Noite (22-06h),1873
2237,2021-11-30,Technical issue,Closed,Medium,Email,789435.3166666667,2021-11-30 00:00:00,0.0,Email,0,1,5,AT007,Tarde (14-22h),868
2238,2020-10-08,Refund request,Open,High,Phone,0.0,2020-10-09 10:00:00,2040.0,Phone,0,1,6,AT019,Manhã (06-14h),1605
2239,2020-05-17,Cancellation request,Open,High,Email,0.0,2020-05-21 10:00:00,6360.0,Email,0,1,8,AT013,Manhã (06-14h),1820
2240,2020-12-16,Refund request,Pending Customer Response,Low,Chat,1293023.4,2020-12-21 13:00:00,7980.0,Chat,0,1,10,AT025,Noite (22-06h),905
2241,2021-07-19,Refund request,Pending Customer Response,High,Chat,982388.4333333333,2021-07-22 21:00:00,5580.0,Chat,0,1,5,AT004,Noite (22-06h),2106
2242,2020-07-10,Billing inquiry,Open,Low,Chat,0.0,2020-07-16 17:00:00,9660.0,Chat,2,0,5,AT015,Tarde (14-22h),1913
2243,2021-05-13,Refund request,Open,Critical,Email,0.0,2021-05-14 10:00:00,2040.0,Email,0,1,5,AT010,Noite (22-06h),1908
2244,2020-03-02,Cancellation request,Open,Medium,Email,0.0,2020-03-05 01:00:00,4380.0,Email,0,1,8,AT001,Tarde (14-22h),1126
2245,2020-09-16,Technical issue,Closed,High,Chat,1423842.4833333334,2020-09-16 00:00:00,0.0,Chat,0,1,5,AT020,Tarde (14-22h),1950
2246,2020-09-06,Product inquiry,Closed,Medium,Chat,1437772.5,2020-09-06 00:00:00,0.0,Chat,0,1,5,AT011,Tarde (14-22h),1999
2247,2020-09-18,Product inquiry,Closed,Low,Chat,1419784.5333333334,2020-09-18 00:00:00,0.0,Chat,2,0,5,AT024,Manhã (06-14h),1186
2248,2020-10-27,Technical issue,Closed,Critical,Social media,1364868.5666666667,2020-10-27 00:00:00,0.0,Social media,2,0,5,AT003,Tarde (14-22h),1353
2249,2021-05-27,Technical issue,Pending Customer Response,Medium,Chat,1059566.5833333333,2021-05-30 17:00:00,5340.0,Chat,0,1,7,AT014,Tarde (14-22h),1863
2250,2021-07-26,Billing inquiry,Closed,Critical,Chat,972413.6,2021-07-26 00:00:00,0.0,Chat,2,0,5,AT002,Tarde (14-22h),2063
2251,2020-06-20,Refund request,Open,High,Phone,0.0,2020-06-24 17:00:00,6780.0,Phone,1,0,8,AT019,Tarde (14-22h),1890
2252,2020-04-24,Product inquiry,Closed,High,Phone,1632436.6333333333,2020-04-24 00:00:00,0.0,Phone,0,1,5,AT008,Manhã (06-14h),2495
2253,2020-09-21,Cancellation request,Closed,High,Email,1416466.65,2020-09-21 00:00:00,0.0,Email,1,0,5,AT012,Noite (22-06h),1857
2254,2021-11-30,Cancellation request,Open,High,Email,0.0,2021-12-06 20:00:00,9840.0,Email,1,0,1,AT005,Tarde (14-22h),1162
2255,2021-04-09,Billing inquiry,Closed,High,Chat,1127674.7166666666,2021-04-09 00:00:00,0.0,Chat,0,1,5,AT006,Manhã (06-14h),2280
2256,2021-04-22,Refund request,Pending Customer Response,Critical,Phone,1109558.7333333334,2021-04-25 15:00:00,5220.0,Phone,0,1,9,AT013,Manhã (06-14h),1213
2257,2021-10-18,Technical issue,Pending Customer Response,High,Social media,851749.7666666667,2021-10-22 16:00:00,6720.0,Social media,0,1,3,AT014,Noite (22-06h),1612
2258,2020-09-29,Refund request,Pending Customer Response,High,Phone,1405163.8,2020-10-03 17:00:00,6780.0,Phone,0,1,4,AT022,Tarde (14-22h),974
2259,2020-09-06,Cancellation request,Pending Customer Response,High,Phone,1437987.8166666667,2020-09-09 09:00:00,4860.0,Phone,2,0,1,AT008,Noite (22-06h),1868
2260,2021-04-18,Cancellation request,Open,High,Email,0.0,2021-04-19 13:00:00,2220.0,Email,0,1,7,AT025,Manhã (06-14h),1776
2261,2021-04-24,Product inquiry,Open,Low,Social media,0.0,2021-04-27 10:00:00,4920.0,Social media,0,1,7,AT024,Manhã (06-14h),1671
2262,2020-02-16,Cancellation request,Closed,Medium,Email,1730212.9,2020-02-16 00:00:00,0.0,Email,0,1,5,AT015,Manhã (06-14h),1975
2263,2021-11-12,Refund request,Closed,High,Phone,814960.9333333333,2021-11-12 00:00:00,0.0,Phone,1,0,5,AT010,Noite (22-06h),2058
2264,2021-12-02,Cancellation request,Open,Low,Phone,0.0,2021-12-05 03:00:00,4500.0,Phone,1,0,8,AT013,Manhã (06-14h),2011
2265,2020-05-29,Product inquiry,Pending Customer Response,Low,Social media,1581966.9833333334,2020-06-04 04:00:00,8880.0,Social media,0,1,8,AT022,Tarde (14-22h),1488
2266,2020-01-24,Technical issue,Pending Customer Response,Medium,Email,1763572.0166666666,2020-01-27 17:00:00,5340.0,Email,0,1,7,AT025,Manhã (06-14h),1381
2267,2021-12-13,Product inquiry,Closed,Critical,Social media,770816.05,2021-12-13 00:00:00,0.0,Social media,0,1,5,AT009,Tarde (14-22h),1620
2268,2021-02-06,Cancellation request,Open,Low,Phone,0.0,2021-02-11 04:00:00,7440.0,Phone,1,0,5,AT014,Tarde (14-22h),1469
2269,2021-11-01,Refund request,Pending Customer Response,Medium,Chat,830970.0833333334,2021-11-02 08:00:00,1920.0,Chat,0,1,1,AT004,Manhã (06-14h),1300
2270,2020-08-27,Technical issue,Closed,Critical,Email,1452094.1,2020-08-27 00:00:00,0.0,Email,0,1,5,AT025,Tarde (14-22h),2338
2271,2021-05-17,Billing inquiry,Pending Customer Response,Critical,Phone,1073306.1166666667,2021-05-18 07:00:00,1860.0,Phone,0,1,10,AT023,Tarde (14-22h),1817
2272,2020-05-15,Billing inquiry,Closed,Low,Chat,1601718.15,2020-05-15 00:00:00,0.0,Chat,0,1,5,AT011,Tarde (14-22h),1121
2273,2020-05-22,Product inquiry,Pending Customer Response,Low,Chat,1591407.15,2020-05-27 13:00:00,7980.0,Chat,1,0,7,AT010,Tarde (14-22h),1557
2274,2021-07-25,Product inquiry,Closed,Medium,Phone,973690.1833333333,2021-07-25 00:00:00,0.0,Phone,1,0,5,AT015,Manhã (06-14h),942
2275,2020-11-28,Billing inquiry,Open,Critical,Phone,0.0,2020-12-01 23:00:00,5700.0,Phone,0,1,8,AT003,Manhã (06-14h),2128
2276,2021-09-18,Technical issue,Open,Low,Email,0.0,2021-09-21 01:00:00,4380.0,Email,0,1,8,AT016,Manhã (06-14h),1554
2277,2021-11-24,Technical issue,Closed,Low,Social media,798685.2666666667,2021-11-24 00:00:00,0.0,Social media,0,1,5,AT010,Tarde (14-22h),2160
2278,2020-12-26,Refund request,Pending Customer Response,Low,Chat,1278342.3,2020-12-29 21:00:00,5580.0,Chat,0,1,7,AT020,Manhã (06-14h),1618
2279,2020-03-27,Billing inquiry,Open,Critical,Phone,0.0,2020-03-30 01:00:00,4380.0,Phone,1,0,5,AT023,Tarde (14-22h),1777
2280,2021-08-08,Cancellation request,Pending Customer Response,Critical,Social media,953933.3333333334,2021-08-13 13:00:00,7980.0,Social media,1,0,6,AT015,Noite (22-06h),2306
2281,2021-02-21,Refund request,Closed,Low,Social media,1196401.3666666667,2021-02-21 00:00:00,0.0,Social media,1,0,5,AT014,Manhã (06-14h),997
2282,2021-03-14,Technical issue,Pending Customer Response,Low,Chat,1165007.3833333333,2021-03-20 18:00:00,9720.0,Chat,1,0,8,AT022,Tarde (14-22h),2323
2283,2021-06-21,Product inquiry,Pending Customer Response,Medium,Email,1022655.4166666666,2021-06-22 02:00:00,1560.0,Email,0,1,7,AT004,Noite (22-06h),1698
2284,2021-03-06,Refund request,Pending Customer Response,Low,Email,1176838.4333333333,2021-03-10 18:00:00,6840.0,Email,0,1,8,AT017,Manhã (06-14h),1649
2285,2021-08-24,Product inquiry,Open,High,Email,0.0,2021-08-30 17:00:00,9660.0,Email,0,1,7,AT011,Tarde (14-22h),2087
2286,2020-02-16,Refund request,Closed,Critical,Email,1730622.4666666666,2020-02-16 00:00:00,0.0,Email,1,0,5,AT018,Tarde (14-22h),901
2287,2020-04-15,Billing inquiry,Open,Critical,Email,0.0,2020-04-21 14:00:00,9480.0,Email,0,1,5,AT022,Noite (22-06h),2404
2288,2020-10-22,Product inquiry,Pending Customer Response,Medium,Chat,1372193.5,2020-10-27 10:00:00,7800.0,Chat,3,0,8,AT008,Noite (22-06h),2376
2289,2021-10-03,Cancellation request,Pending Customer Response,Low,Social media,872766.5166666667,2021-10-06 12:00:00,5040.0,Social media,2,0,8,AT022,Manhã (06-14h),2355
2290,2020-08-08,Cancellation request,Closed,Critical,Email,1480211.55,2020-08-08 00:00:00,0.0,Email,0,1,5,AT019,Manhã (06-14h),1199
2291,2021-03-26,Refund request,Open,Medium,Email,0.0,2021-03-27 06:00:00,1800.0,Email,0,1,8,AT007,Manhã (06-14h),1696
2292,2020-06-02,Refund request,Open,Medium,Phone,0.0,2020-06-03 18:00:00,2520.0,Phone,0,1,10,AT010,Manhã (06-14h),1792
2293,2021-03-15,Refund request,Open,Medium,Phone,0.0,2021-03-20 20:00:00,8400.0,Phone,1,0,8,AT001,Manhã (06-14h),1190
2294,2021-02-04,Product inquiry,Pending Customer Response,Medium,Social media,1220618.6333333333,2021-02-07 12:00:00,5040.0,Social media,1,0,2,AT019,Tarde (14-22h),1849
2295,2021-02-04,Cancellation request,Closed,High,Email,1219752.65,2021-02-04 00:00:00,0.0,Email,0,1,5,AT007,Manhã (06-14h),1520
2296,2020-12-24,Billing inquiry,Open,Medium,Social media,0.0,2020-12-26 07:00:00,3300.0,Social media,1,0,5,AT022,Manhã (06-14h),1670
2297,2021-07-06,Product inquiry,Pending Customer Response,Low,Social media,1001471.7166666667,2021-07-11 02:00:00,7320.0,Social media,0,1,7,AT018,Manhã (06-14h),2360
2298,2020-07-26,Cancellation request,Pending Customer Response,Low,Phone,1498727.75,2020-07-30 07:00:00,6180.0,Phone,0,1,8,AT001,Tarde (14-22h),820
2299,2020-06-22,Technical issue,Pending Customer Response,Critical,Phone,1546651.7833333334,2020-06-23 01:00:00,1500.0,Phone,1,0,8,AT001,Tarde (14-22h),1216
2300,2020-06-12,Refund request,Pending Customer Response,Medium,Phone,1561506.8166666667,2020-06-13 16:00:00,2400.0,Phone,1,0,9,AT025,Noite (22-06h),2483
2301,2020-06-06,Billing inquiry,Pending Customer Response,Low,Chat,1569632.8333333333,2020-06-07 17:00:00,2460.0,Chat,0,1,9,AT014,Manhã (06-14h),1151
2302,2021-11-17,Cancellation request,Open,Critical,Phone,0.0,2021-11-22 23:00:00,8580.0,Phone,1,0,4,AT019,Tarde (14-22h),1361
2303,2021-02-27,Cancellation request,Open,Low,Email,0.0,2021-03-04 01:00:00,7260.0,Email,0,1,3,AT023,Noite (22-06h),1306
2304,2021-04-18,Refund request,Pending Customer Response,Critical,Chat,1114643.8666666667,2021-04-20 16:00:00,3840.0,Chat,0,1,9,AT001,Tarde (14-22h),1749
2305,2020-05-05,Cancellation request,Open,Medium,Email,0.0,2020-05-06 12:00:00,2160.0,Email,0,1,1,AT024,Manhã (06-14h),2118
2306,2020-09-09,Cancellation request,Pending Customer Response,Medium,Social media,1433646.9333333333,2020-09-12 11:00:00,4980.0,Social media,0,1,8,AT010,Manhã (06-14h),978
2307,2020-02-27,Refund request,Closed,Critical,Email,1714295.95,2020-02-27 00:00:00,0.0,Email,0,1,5,AT020,Manhã (06-14h),2017
2308,2021-01-22,Technical issue,Open,Medium,Chat,0.0,2021-01-25 02:00:00,4440.0,Chat,0,1,8,AT024,Noite (22-06h),884
2309,2020-07-19,Billing inquiry,Open,High,Phone,0.0,2020-07-24 04:00:00,7440.0,Phone,0,1,8,AT013,Tarde (14-22h),2047
2310,2020-12-22,Billing inquiry,Pending Customer Response,High,Phone,1283995.0333333334,2020-12-26 23:00:00,7140.0,Phone,1,0,3,AT017,Manhã (06-14h),819
2311,2020-07-19,Cancellation request,Pending Customer Response,Critical,Social media,1508294.05,2020-07-24 11:00:00,7860.0,Social media,0,1,4,AT018,Noite (22-06h),2285
2312,2020-07-18,Refund request,Closed,High,Phone,1509221.0833333333,2020-07-18 00:00:00,0.0,Phone,0,1,5,AT006,Manhã (06-14h),1814
2313,2020-09-05,Product inquiry,Pending Customer Response,Medium,Phone,1439897.1,2020-09-10 01:00:00,7260.0,Phone,0,1,6,AT003,Tarde (14-22h),1947
2314,2021-01-05,Cancellation request,Closed,High,Phone,1264020.1,2021-01-05 00:00:00,0.0,Phone,0,1,5,AT007,Noite (22-06h),1827
2315,2020-01-05,Technical issue,Closed,High,Social media,1789872.1333333333,2020-01-05 00:00:00,0.0,Social media,0,1,5,AT014,Manhã (06-14h),1284
2316,2020-03-27,Refund request,Pending Customer Response,Critical,Email,1671773.15,2020-03-31 13:00:00,6540.0,Email,1,0,10,AT019,Manhã (06-14h),1923
2317,2020-04-05,Billing inquiry,Pending Customer Response,Critical,Phone,1659619.1666666667,2020-04-10 20:00:00,8400.0,Phone,0,1,7,AT005,Noite (22-06h),1453
2318,2020-10-28,Cancellation request,Open,Low,Chat,0.0,2020-10-29 18:00:00,2520.0,Chat,0,1,10,AT023,Noite (22-06h),1219
2319,2020-08-02,Product inquiry,Open,Medium,Phone,0.0,2020-08-04 22:00:00,4200.0,Phone,1,0,7,AT018,Tarde (14-22h),2014
2320,2020-04-08,Cancellation request,Open,Medium,Email,0.0,2020-04-12 11:00:00,6420.0,Email,0,1,8,AT017,Noite (22-06h),1136
2321,2021-07-09,Technical issue,Closed,Medium,Chat,997264.2666666667,2021-07-09 00:00:00,0.0,Chat,0,1,5,AT003,Manhã (06-14h),1645
2322,2021-10-24,Technical issue,Closed,Medium,Chat,842615.3,2021-10-24 00:00:00,0.0,Chat,0,1,5,AT012,Manhã (06-14h),871
2323,2021-07-14,Product inquiry,Closed,High,Social media,990050.3333333334,2021-07-14 00:00:00,0.0,Social media,1,0,5,AT022,Manhã (06-14h),1056
2324,2020-07-15,Product inquiry,Closed,Low,Chat,1513844.3666666667,2020-07-15 00:00:00,0.0,Chat,0,1,5,AT006,Noite (22-06h),2032
2325,2021-04-22,Billing inquiry,Closed,Low,Phone,1109991.3833333333,2021-04-22 00:00:00,0.0,Phone,0,1,5,AT020,Tarde (14-22h),2022
2326,2021-09-12,Product inquiry,Pending Customer Response,Medium,Chat,902884.4166666666,2021-09-16 03:00:00,5940.0,Chat,2,0,5,AT010,Manhã (06-14h),2091
2327,2020-12-05,Refund request,Closed,Low,Email,1308346.45,2020-12-05 00:00:00,0.0,Email,0,1,5,AT010,Tarde (14-22h),1553
2328,2021-03-28,Cancellation request,Open,Medium,Social media,0.0,2021-04-03 20:00:00,9840.0,Social media,0,1,7,AT020,Tarde (14-22h),1966
2329,2021-06-22,Billing inquiry,Closed,Critical,Phone,1020948.4833333333,2021-06-22 00:00:00,0.0,Phone,0,1,5,AT023,Tarde (14-22h),2072
2330,2021-06-13,Billing inquiry,Pending Customer Response,Critical,Social media,1035202.5,2021-06-19 03:00:00,8820.0,Social media,0,1,8,AT013,Manhã (06-14h),1480
2331,2020-02-15,Product inquiry,Pending Customer Response,Low,Phone,1731990.5333333334,2020-02-19 11:00:00,6420.0,Phone,0,1,10,AT001,Tarde (14-22h),2139
2332,2020-09-21,Technical issue,Open,Critical,Email,0.0,2020-09-25 19:00:00,6900.0,Email,1,0,5,AT014,Tarde (14-22h),1152
2333,2020-11-26,Cancellation request,Open,Critical,Chat,0.0,2020-11-29 23:00:00,5700.0,Chat,0,1,8,AT011,Tarde (14-22h),851
2334,2021-08-02,Billing inquiry,Pending Customer Response,Critical,Phone,962917.6,2021-08-07 15:00:00,8100.0,Phone,0,1,7,AT018,Manhã (06-14h),1563
2335,2021-04-13,Cancellation request,Open,Low,Phone,0.0,2021-04-18 05:00:00,7500.0,Phone,1,0,8,AT010,Tarde (14-22h),2253
2336,2021-06-24,Product inquiry,Pending Customer Response,Medium,Phone,1018756.6333333333,2021-06-25 14:00:00,2280.0,Phone,2,0,5,AT018,Manhã (06-14h),1772
2337,2021-06-27,Cancellation request,Pending Customer Response,Low,Phone,1013990.6666666666,2021-06-28 12:00:00,2160.0,Phone,0,1,8,AT009,Manhã (06-14h),1142
2338,2020-07-31,Technical issue,Closed,Critical,Chat,1491056.6833333333,2020-07-31 00:00:00,0.0,Chat,0,1,5,AT002,Manhã (06-14h),2069
2339,2021-08-20,Refund request,Closed,Medium,Email,937035.7166666667,2021-08-20 00:00:00,0.0,Email,1,0,5,AT012,Manhã (06-14h),2166
2340,2020-01-27,Product inquiry,Pending Customer Response,Low,Phone,1758846.7166666666,2020-01-30 08:00:00,4800.0,Phone,0,1,10,AT012,Manhã (06-14h),1921
2341,2020-06-30,Technical issue,Closed,Low,Chat,1535338.75,2020-06-30 00:00:00,0.0,Chat,1,0,5,AT011,Noite (22-06h),2170
2342,2021-11-04,Technical issue,Closed,Medium,Email,827585.7833333333,2021-11-04 00:00:00,0.0,Email,1,0,5,AT025,Noite (22-06h),1519
2343,2020-02-14,Product inquiry,Open,Critical,Chat,0.0,2020-02-20 11:00:00,9300.0,Chat,1,0,8,AT004,Manhã (06-14h),1090
2344,2021-04-15,Technical issue,Open,Critical,Social media,0.0,2021-04-20 21:00:00,8460.0,Social media,0,1,1,AT023,Tarde (14-22h),1632
2345,2021-12-04,Cancellation request,Closed,Critical,Chat,783970.8166666667,2021-12-04 00:00:00,0.0,Chat,0,1,5,AT021,Manhã (06-14h),2285
2346,2021-09-01,Product inquiry,Closed,Critical,Phone,920063.8333333334,2021-09-01 00:00:00,0.0,Phone,1,0,5,AT018,Noite (22-06h),1220
2347,2021-01-22,Product inquiry,Closed,Low,Chat,1239369.8333333333,2021-01-22 00:00:00,0.0,Chat,2,0,5,AT009,Tarde (14-22h),1145
2348,2020-09-29,Product inquiry,Pending Customer Response,High,Social media,1403995.85,2020-10-02 04:00:00,4560.0,Social media,0,1,10,AT021,Manhã (06-14h),1121
2349,2020-07-30,Technical issue,Pending Customer Response,Critical,Chat,1491842.8833333333,2020-07-31 23:00:00,2820.0,Chat,3,0,10,AT001,Tarde (14-22h),1151
2350,2021-10-14,Billing inquiry,Open,Low,Email,0.0,2021-10-16 21:00:00,4140.0,Email,0,1,7,AT003,Manhã (06-14h),1589
2351,2020-07-15,Technical issue,Open,Critical,Chat,0.0,2020-07-17 06:00:00,3240.0,Chat,0,1,8,AT019,Noite (22-06h),1833
2352,2021-11-08,Billing inquiry,Closed,Medium,Phone,821372.9666666667,2021-11-08 00:00:00,0.0,Phone,0,1,5,AT009,Manhã (06-14h),2152
2353,2021-12-22,Product inquiry,Pending Customer Response,Medium,Phone,758007.9833333333,2021-12-28 10:00:00,9240.0,Phone,0,1,7,AT025,Tarde (14-22h),1432
2354,2021-12-29,Billing inquiry,Open,Medium,Social media,0.0,2022-01-03 05:00:00,7500.0,Social media,1,0,7,AT025,Tarde (14-22h),2102
2355,2021-05-25,Product inquiry,Open,Medium,Phone,0.0,2021-05-28 10:00:00,4920.0,Phone,1,0,6,AT007,Tarde (14-22h),1937
2356,2021-02-26,Product inquiry,Pending Customer Response,Low,Email,1188908.0666666667,2021-03-02 20:00:00,6960.0,Email,0,1,4,AT007,Manhã (06-14h),1927
2357,2021-10-19,Billing inquiry,Pending Customer Response,Low,Chat,850318.0666666667,2021-10-22 14:00:00,5160.0,Chat,0,1,7,AT004,Manhã (06-14h),2397
2358,2021-04-19,Cancellation request,Closed,High,Email,1113527.0833333333,2021-04-19 00:00:00,0.0,Email,0,1,5,AT012,Manhã (06-14h),2207
2359,2021-01-26,Technical issue,Closed,Low,Social media,1232785.1,2021-01-26 00:00:00,0.0,Social media,0,1,5,AT002,Manhã (06-14h),806
2360,2020-03-02,Technical issue,Open,Critical,Phone,0.0,2020-03-05 17:00:00,5340.0,Phone,0,1,3,AT008,Manhã (06-14h),1450
2361,2021-08-16,Technical issue,Closed,Medium,Phone,941775.1666666666,2021-08-16 00:00:00,0.0,Phone,0,1,5,AT011,Manhã (06-14h),984
2362,2021-11-05,Billing inquiry,Closed,Medium,Social media,825314.2,2021-11-05 00:00:00,0.0,Social media,0,1,5,AT018,Tarde (14-22h),1285
2363,2020-03-18,Billing inquiry,Closed,Critical,Chat,1685113.2166666666,2020-03-18 00:00:00,0.0,Chat,0,1,5,AT013,Manhã (06-14h),1506
2364,2020-07-05,Cancellation request,Open,Medium,Phone,0.0,2020-07-07 10:00:00,3480.0,Phone,0,1,1,AT001,Tarde (14-22h),2173
2365,2020-09-13,Refund request,Closed,High,Social media,1427455.2833333334,2020-09-13 00:00:00,0.0,Social media,1,0,5,AT004,Manhã (06-14h),1041
2366,2021-12-25,Technical issue,Pending Customer Response,Low,Phone,754435.2833333333,2021-12-29 20:00:00,6960.0,Phone,0,1,5,AT009,Manhã (06-14h),1360
2367,2020-11-22,Billing inquiry,Open,Critical,Email,0.0,2020-11-27 20:00:00,8400.0,Email,2,0,6,AT024,Manhã (06-14h),1492
2368,2020-07-14,Refund request,Closed,Critical,Chat,1515203.3333333333,2020-07-14 00:00:00,0.0,Chat,0,1,5,AT023,Noite (22-06h),1186
2369,2021-03-05,Cancellation request,Pending Customer Response,Low,Social media,1178518.35,2021-03-09 14:00:00,6600.0,Social media,0,1,9,AT003,Tarde (14-22h),2354
2370,2021-08-11,Product inquiry,Pending Customer Response,Low,Phone,950237.3666666667,2021-08-13 22:00:00,4200.0,Phone,0,1,3,AT023,Noite (22-06h),984
2371,2020-10-29,Refund request,Open,Critical,Phone,0.0,2020-11-03 19:00:00,8340.0,Phone,0,1,9,AT009,Manhã (06-14h),2164
2372,2021-09-08,Cancellation request,Closed,Low,Phone,908990.4333333333,2021-09-08 00:00:00,0.0,Phone,0,1,5,AT020,Tarde (14-22h),1572
2373,2020-01-27,Technical issue,Closed,Medium,Social media,1759426.4666666666,2020-01-27 00:00:00,0.0,Social media,0,1,5,AT010,Manhã (06-14h),1182
2374,2021-08-30,Cancellation request,Pending Customer Response,High,Social media,922513.5,2021-09-02 10:00:00,4920.0,Social media,0,1,8,AT007,Noite (22-06h),2387
2375,2021-02-14,Billing inquiry,Pending Customer Response,High,Social media,1205316.5166666666,2021-02-20 19:00:00,9780.0,Social media,0,1,9,AT020,Tarde (14-22h),1236
2376,2021-02-14,Refund request,Open,Medium,Email,0.0,2021-02-15 20:00:00,2640.0,Email,0,1,10,AT017,Manhã (06-14h),2244
2377,2020-02-10,Technical issue,Open,High,Chat,0.0,2020-02-16 18:00:00,9720.0,Chat,1,0,4,AT003,Tarde (14-22h),2281
2378,2021-03-10,Product inquiry,Closed,Low,Email,1170888.5666666667,2021-03-10 00:00:00,0.0,Email,0,1,5,AT005,Noite (22-06h),1758
2379,2020-06-12,Technical issue,Closed,Medium,Phone,1561441.5833333333,2020-06-12 00:00:00,0.0,Phone,0,1,5,AT008,Manhã (06-14h),1062
2380,2021-07-16,Cancellation request,Open,High,Email,0.0,2021-07-19 14:00:00,5160.0,Email,0,1,1,AT016,Noite (22-06h),1094
2381,2020-05-27,Refund request,Pending Customer Response,Low,Phone,1584418.6166666667,2020-05-29 07:00:00,3300.0,Phone,1,0,3,AT003,Tarde (14-22h),1647
2382,2021-02-23,Refund request,Pending Customer Response,High,Email,1193247.65,2021-02-28 09:00:00,7740.0,Email,0,1,9,AT019,Manhã (06-14h),1117
